record_id,Longitude,Latitude,Crop Sowing Time,Crop Harvesting Time,Yield Level (t/ha),season_days,calendar_year,ind_week,week_start,week_end,pH (1:2),EC (dS/m),OC %,Major-nutrient Avail N. (Kg/ha),Major-nutrient P(kg/ha),Major-nutrient Avail. K (kg/ha),Major-nutrient Sulphur (kg/ha),Micro-nutrientZn (ppm),Micro-nutrient Fe (ppm),Micro-nutrient Mn (ppm),Micro-nutrient Cu (ppm),Actual Residue Incorporation,N (kg/ha),P2o5 from DAP,K2o5 from MOP,Zinc Sul,FYM (in t/ha),FYM input interval (Yr),Crop Sowing Time_1,Crop Harvesting Time_1,rainfall_total_week_mm,rainfall_weekly_mean_mm_day,relative_humidity_weekly_mean_pct,solar_radiation_weekly_mean_kwh_m2_day,T_Min,T_Max,wind_speed_weekly_mean_ms
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,11,2015-03-12,2015-03-18,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,1.55,0.2214285714285714,43.10285714285715,18.28857142857143,12.41,35.12,4.662857142857143
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,12,2015-03-19,2015-03-25,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,2.42,0.3457142857142857,37.33428571428571,22.395714285714288,15.32,37.64,2.7971428571428567
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,13,2015-03-26,2015-04-01,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,22.630000000000003,3.232857142857143,50.53857142857144,16.705714285714286,19.7,37.53,2.472857142857143
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,14,2015-04-02,2015-04-08,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,3.89,0.5557142857142857,38.635714285714286,21.357142857142858,19.79,39.34,3.2028571428571424
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,15,2015-04-09,2015-04-15,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,5.77,0.8242857142857142,39.63999999999999,21.047142857142855,19.32,39.66,3.152857142857143
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,16,2015-04-16,2015-04-22,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,13.06,1.8657142857142857,36.11714285714286,22.56,23.39,42.06,2.9657142857142857
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,17,2015-04-23,2015-04-29,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,18.93,2.704285714285714,45.23,19.22714285714286,21.31,40.75,3.692857142857143
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,18,2015-04-30,2015-05-06,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,2.5599999999999996,0.3657142857142856,28.46714285714285,25.154285714285713,23.31,43.14,2.57
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,19,2015-05-07,2015-05-13,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,17.47,2.4957142857142856,35.14714285714286,20.404285714285713,25.98,42.87,2.642857142857143
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,20,2015-05-14,2015-05-20,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,8.77,1.252857142857143,38.294285714285714,21.517142857142854,26.58,42.27,3.0900000000000003
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,21,2015-05-21,2015-05-27,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,2.52,0.36,25.132857142857144,24.40142857142857,26.68,45.71,2.892857142857143
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,22,2015-05-28,2015-06-03,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,4.460000000000001,0.6371428571428572,29.08428571428571,23.00857142857143,29.01,45.22,2.5185714285714282
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,23,2015-06-04,2015-06-10,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,14.499999999999998,2.071428571428571,30.57428571428571,23.71142857142857,29.95,46.77,2.424285714285714
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,24,2015-06-11,2015-06-17,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,16.94,2.4200000000000004,41.14571428571429,20.17,28.32,44.09,2.9542857142857137
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,25,2015-06-18,2015-06-24,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,37.5,5.357142857142857,54.527142857142856,22.37,28.8,40.83,4.5928571428571425
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,26,2015-06-25,2015-07-01,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,74.69,10.67,63.42285714285715,15.124285714285715,26.5,39.04,3.3528571428571428
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,27,2015-07-02,2015-07-08,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,129.75,18.535714285714285,67.72571428571429,14.534285714285716,27.11,40.57,2.4828571428571427
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,28,2015-07-09,2015-07-15,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,48.94,6.991428571428571,76.85142857142857,16.83857142857143,26.18,36.2,4.877142857142857
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,29,2015-07-16,2015-07-22,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,47.82000000000001,6.831428571428573,81.12,19.717142857142857,25.28,34.27,3.702857142857142
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,30,2015-07-23,2015-07-29,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,41.51,5.93,79.86571428571428,22.055714285714288,25.31,35.35,3.624285714285715
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,31,2015-07-30,2015-08-05,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,34.260000000000005,4.894285714285715,77.30714285714285,18.305714285714288,25.25,34.95,2.891428571428572
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,32,2015-08-06,2015-08-12,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,57.739999999999995,8.248571428571427,76.24571428571429,19.23428571428571,26.54,35.42,1.7885714285714285
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,33,2015-08-13,2015-08-19,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,123.15,17.592857142857145,84.82142857142857,16.81142857142857,25.63,34.27,2.9957142857142856
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,34,2015-08-20,2015-08-26,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,131.11,18.73,87.01428571428572,14.764285714285716,24.87,32.56,3.0542857142857143
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,35,2015-08-27,2015-09-02,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,70.88000000000001,10.125714285714286,85.00857142857144,17.552857142857142,23.7,32.93,2.5500000000000003
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,36,2015-09-03,2015-09-09,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,22.479999999999997,3.211428571428571,81.12428571428572,18.67571428571429,22.92,32.8,2.3714285714285714
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,37,2015-09-10,2015-09-16,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,43.12,6.159999999999999,83.88,18.205714285714286,25.06,33.62,1.6857142857142857
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,38,2015-09-17,2015-09-23,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,44.440000000000005,6.34857142857143,87.43714285714286,15.875714285714285,24.4,34.2,2.75
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,39,2015-09-24,2015-09-30,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,1.4199999999999997,0.2028571428571428,75.16285714285713,18.91,19.08,32.83,2.0728571428571425
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,40,2015-10-01,2015-10-07,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,0.38,0.0542857142857142,65.58142857142857,19.46,19.42,33.87,1.5999999999999999
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,41,2015-10-08,2015-10-14,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,8.34,1.1914285714285715,69.32857142857144,18.361428571428572,20.64,34.43,2.091428571428571
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,42,2015-10-15,2015-10-21,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,6.1,0.8714285714285713,69.25000000000001,16.93,20.64,33.4,1.7185714285714282
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,43,2015-10-22,2015-10-28,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,2.2,0.3142857142857143,55.00571428571429,16.295714285714286,16.0,32.94,1.7885714285714285
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,44,2015-10-29,2015-11-04,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,1.88,0.2685714285714285,58.15571428571428,15.025714285714288,17.32,31.7,1.8528571428571428
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,45,2015-11-05,2015-11-11,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,0.0,0.0,50.39857142857143,13.49,16.98,31.31,1.8100000000000003
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,46,2015-11-12,2015-11-18,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,0.18,0.0257142857142857,47.94285714285714,11.127142857142855,15.93,31.46,1.432857142857143
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,47,2015-11-19,2015-11-25,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,0.0,0.0,49.43285714285714,12.80714285714286,15.81,29.71,1.7100000000000002
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,48,2015-11-26,2015-12-02,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,0.01,0.0014285714285714,52.231428571428566,10.7,15.78,30.68,1.804285714285714
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,49,2015-12-03,2015-12-09,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,0.01,0.0014285714285714,53.59428571428571,8.682857142857143,13.56,29.19,2.007142857142857
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,50,2015-12-10,2015-12-16,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,0.0,0.0,45.392857142857146,8.434285714285714,8.57,28.37,2.347142857142857
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,51,2015-12-17,2015-12-23,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,0.0,0.0,40.32142857142857,9.951428571428574,7.36,24.06,1.9628571428571426
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,52,2015-12-24,2015-12-30,8.04,0.2224,0.889447,296.9900503,12.29803922,208.32,19.94086957,0.477,1.3555,1.386,13.555,0.93,91.5,55.2,30.0,12.0,20,8,196,322,0.0,0.0,38.94857142857143,11.127142857142855,6.91,25.38,2.0085714285714285
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,1,2015-01-01,2015-01-07,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,10.12,1.4457142857142855,68.63428571428571,7.244285714285715,7.06,26.45,2.738571428571429
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,2,2015-01-08,2015-01-14,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,0.01,0.0014285714285714,58.131428571428565,8.48857142857143,4.55,23.62,2.672857142857143
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,3,2015-01-15,2015-01-21,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,0.0,0.0,57.35285714285714,9.305714285714284,5.33,24.65,3.1585714285714284
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,4,2015-01-22,2015-01-28,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,1.95,0.2785714285714286,62.77571428571429,10.78857142857143,7.15,26.27,3.6557142857142857
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,5,2015-01-29,2015-02-04,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,1.85,0.2642857142857143,50.74428571428571,13.37,5.04,28.91,2.951428571428571
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,6,2015-02-05,2015-02-11,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,0.05,0.0071428571428571,49.94714285714286,14.071428571428571,8.16,28.17,3.4057142857142857
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,7,2015-02-12,2015-02-18,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,0.0999999999999999,0.0142857142857142,44.972857142857144,13.44285714285714,9.58,29.96,2.5128571428571425
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,8,2015-02-19,2015-02-25,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,1.97,0.2814285714285714,43.458571428571425,13.28857142857143,14.13,32.77,2.3057142857142856
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,9,2015-02-26,2015-03-04,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,16.41,2.3442857142857143,51.95,12.174285714285714,11.84,34.13,3.357142857142857
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,10,2015-03-05,2015-03-11,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,0.0,0.0,40.09000000000001,21.638571428571428,11.26,34.3,4.0371428571428565
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,11,2015-03-12,2015-03-18,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,1.55,0.2214285714285714,43.10285714285715,18.28857142857143,12.41,35.12,4.662857142857143
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,12,2015-03-19,2015-03-25,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,2.42,0.3457142857142857,37.33428571428571,22.395714285714288,15.32,37.64,2.7971428571428567
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,13,2015-03-26,2015-04-01,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,22.630000000000003,3.232857142857143,50.53857142857144,16.705714285714286,19.7,37.53,2.472857142857143
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,14,2015-04-02,2015-04-08,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,3.89,0.5557142857142857,38.635714285714286,21.357142857142858,19.79,39.34,3.2028571428571424
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,15,2015-04-09,2015-04-15,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,5.77,0.8242857142857142,39.63999999999999,21.047142857142855,19.32,39.66,3.152857142857143
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,16,2015-04-16,2015-04-22,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,13.06,1.8657142857142857,36.11714285714286,22.56,23.39,42.06,2.9657142857142857
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,17,2015-04-23,2015-04-29,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,18.93,2.704285714285714,45.23,19.22714285714286,21.31,40.75,3.692857142857143
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,18,2015-04-30,2015-05-06,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,2.5599999999999996,0.3657142857142856,28.46714285714285,25.154285714285713,23.31,43.14,2.57
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,19,2015-05-07,2015-05-13,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,17.47,2.4957142857142856,35.14714285714286,20.404285714285713,25.98,42.87,2.642857142857143
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,20,2015-05-14,2015-05-20,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,8.77,1.252857142857143,38.294285714285714,21.517142857142854,26.58,42.27,3.0900000000000003
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,21,2015-05-21,2015-05-27,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,2.52,0.36,25.132857142857144,24.40142857142857,26.68,45.71,2.892857142857143
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,22,2015-05-28,2015-06-03,7.71,0.178,0.61809,182.3656281,11.99396682,126.56,14.48695652,0.596,0.968,1.763,9.68,2.76,105.48,55.2,0.0,12.0,10,5,206,331,4.460000000000001,0.6371428571428572,29.08428571428571,23.00857142857143,29.01,45.22,2.5185714285714282
